SMILES,DropoutMLP_AtomPair_FFV_mean,DropoutMLP_AtomPair_FFV_std,DropoutMLP_Morgan_Tg_mean,DropoutMLP_Morgan_Tg_std,DropoutMLP_Morgan_density_mean,DropoutMLP_Morgan_density_std,QuantileRandomForest_TopologicalTorsion_CH4_msa_log10_mean,QuantileRandomForest_TopologicalTorsion_CH4_msa_log10_std,DropoutMLP_AtomPair_CO2_msa_log10_mean,DropoutMLP_AtomPair_CO2_msa_log10_std
*c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3)cc1C(C)C)C2=O,0.4125937521457672,0.0192996688187122,265.72393798828125,26.557025909423828,1.2373944520950315,0.0781265646219253,-0.087246696328677,1.8016981948308357,2.1253602504730225,0.3488326102495194
*c1cc(-c2ccc(-c3ccccc3)cc2)c(*)cc1Br,0.4104898571968078,0.0195481427013874,216.63790893554688,25.38564147949218,1.4039498567581177,0.0835317403078079,-0.1339640295000666,1.9438375532502572,1.527539849281311,0.219204556941986
*c1ccc(-c2ccc(-c3cc(*)c(Cl)cc3Cl)cc2)cc1,0.4041641652584076,0.0160825282335281,244.6371917724609,29.23050918579102,1.4104396104812622,0.0979709088802337,-1.053396623470076,2.154165422179064,1.58170747756958,0.2055708736181259
*c1ccc2c(c1)C(=O)N(c1cc(C(=O)N(*)C)cc(C(C)(C)C)c1)C2=C,0.4005219638347626,0.0165341965854167,225.51400756835935,24.7872444152832,1.2159879207611084,0.0711421966552734,-0.1747005509136714,1.746534526856479,1.6586875915527344,0.2318035542964934
*c1ccc(N(c2ccc(C#N)cc2)c2cc(C)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2C(C)(C)C)cc1,0.4271247982978821,0.0278538033366203,341.4082946777344,41.553348541259766,1.2467124462127686,0.0716373801231384,-1.2218487496163564,1.6717117645937911,1.531102180480957,0.2168708354234695
*c1ccc2c(c1)C(=O)N(c1c(C)cc(C(c3cccc(C(F)(F)F)c3)c3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3)cc1Br)C2=O,0.4298820793628692,0.0307360023260116,267.14617919921875,30.74994354248048,1.4247519969940186,0.0991640985012054,-0.3029581121608724,1.7992754445056345,2.317293167114258,0.3776789784431458
*c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(C#N)cc1C)C2=O,0.4051339030265808,0.0186436630785465,337.7401428222656,31.05353164672852,1.3376022577285769,0.0984870940446853,-0.1487416512809247,1.862649471529184,1.7884541749954224,0.3011301159858705
*c1ccc2c(c1)C(=O)N(c1cc(Br)c(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(C(C)(C)C)c1)C2=O,0.4197074472904205,0.0215821057558059,268.5333251953125,29.008576583862308,1.4584453105926514,0.1128905177116393,-0.3565473235138126,1.862649471529184,1.676918387413025,0.2420590817928314
*c1ccc2c(c1)C(=O)N(c1c(Cl)cc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(C)c1C)C2=O,0.4065640270709991,0.0161396384239196,346.6986083984375,39.23722839355469,1.4500316381454468,0.1036752760410308,-0.246038348254035,1.8016981948308357,1.8768935203552248,0.2889300286769867
*/C=C(\c1ccc(Br)cc1)c1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(*)cc2)c2ccccc12,0.42758509516716,0.0279804021120071,210.6523284912109,23.78150825500488,1.2112964391708374,0.0887755006551742,-0.0757207139381183,0.9943460474326842,2.205065488815308,0.2668865203857422
*c1ccc2c(c1)C(=O)N(c1ccc(C(C)(C)c3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c(C(C)(C)C)c1)C2=O,0.4033480882644653,0.0153204806149005,271.59136962890625,31.75044860839843,1.2992804050445557,0.0836455851793289,-0.1558345909438669,1.3141944650251558,1.9235481023788448,0.355036598443985
*c1ccc2c(c1)C(=O)N(c1cc(C(C)(C)c3cc(Cl)c(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3C)cc(C)c1C)C2=O,0.4219220876693725,0.0251010380685329,223.95872497558597,24.667990875244143,1.2521835565567017,0.0838939934968948,-0.087246696328677,1.1181631486317525,2.0472421646118164,0.3390773326158524
*c1ccc(-c2ccc(-c3nnc(*)o3)cc2C)c(C(C)(C)C)c1,0.4075236022472381,0.0199823066592216,287.1446838378906,41.12630081176759,1.2261525392532349,0.0688472330570221,-0.1487416512809247,1.616286307504065,1.546118140220642,0.2324050337076186
*c1ccc(N(c2ccccc2)c2ccc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(C)c2)cc1C,0.4060182273387909,0.021778592467308,261.422607421875,31.82468910217284,1.3110874891281128,0.0960902154445647,-0.7559186098206936,1.7992754445056345,2.2513556480407715,0.3847622841596604
*c1ccc(-c2ccc(-c3ccc(N4C(=O)c5cc6c(cc4c5=O)C(=O)N(*)C6=O)cc3)cc2C(C)(C)C)c(C(C)(C)C)c1,0.4057474136352539,0.0186342492699622,363.8580017089844,36.24093399047851,1.2535195350646973,0.0668420463800429,-1.2218487496163564,1.9763299935309997,1.8584840297698972,0.2735400795936583
*c1ccc([Si](C)(C)c2ccc(N(*)c3ccc(C)cc3)cc2Cl)cc1,0.4189458787441253,0.0193458259105682,203.2758331298828,25.053952789306635,1.262986183166504,0.0870299249887466,-0.8860566476931633,1.5537384574614503,1.7792195081710815,0.2565867573022843
*c1ccc2c(c1)C(=O)N(c1c(C)c(C)c(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(C(F)(F)F)c1Cl)C2=O,0.4144718647003174,0.0204502098262309,376.3098754882813,40.86299591064454,1.367318868637085,0.0988766610622405,-0.0555173278498313,1.862649471529184,1.7969067096710205,0.3143565297126769
*c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c3ccccc3/C=C/c3ccc([N+](=O)[O-])cc3)cc1)C2=O,0.401820570230484,0.0161904543638229,322.4670715332031,44.43953781127931,1.2570174932479858,0.0815652281045913,-0.684440529293769,1.6653261694173818,1.588064432144165,0.2596076756715775
*c1ccc2c(c1)Sc1cc(*)ccc1N2I,0.4168155193328857,0.0206121422350406,209.4266357421875,23.43947372436523,1.3212565183639526,0.0760289043188094,-0.6536514316333644,1.1215511808440968,1.533100724220276,0.2021918892860412
